             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455220.500000000, A.D. 2010-Jan-24 00:00:00.0000, -9.904560123951351E-01,  1.311955812988857E+00,  5.181126751759723E-02, -1.063900750471345E-02, -7.241548980760973E-03,  1.095088074859255E-04,  9.498779886113876E-03,  1.644662754234650E+00,  6.338992331670139E-04,
2455221.500000000, A.D. 2010-Jan-25 00:00:00.0000, -1.001061975505158E+00,  1.304670727408896E+00,  5.191905259171490E-02, -1.057281387771046E-02, -7.328524859589881E-03,  1.060608053431740E-04,  9.502415174616103E-03,  1.645292184927032E+00,  6.249568761247158E-04,
2455222.500000000, A.D. 2010-Jan-26 00:00:00.0000, -1.011601431282834E+00,  1.297298958538387E+00,  5.202338809885625E-02, -1.050599362211152E-02, -7.414915041340001E-03,  1.026096935617192E-04,  9.505998726017640E-03,  1.645912657618121E+00,  6.159833109087301E-04,
2455223.500000000, A.D. 2010-Jan-27 00:00:00.0000, -1.022073755503945E+00,  1.289841093595395E+00,  5.212427101777550E-02, -1.043855155626779E-02, -7.500716466206667E-03,  9.915565648828928E-05,  9.509530361517117E-03,  1.646524141349417E+00,  6.069790614232077E-04,
2455224.500000000, A.D. 2010-Jan-28 00:00:00.0000, -1.032478328753410E+00,  1.282297722851037E+00,  5.222169850961712E-02, -1.037049248494110E-02, -7.585926110018758E-03,  9.569887532808778E-05,  9.513009905356262E-03,  1.647126605689320E+00,  5.979446431268236E-04,
2455225.500000000, A.D. 2010-Jan-29 00:00:00.0000, -1.042814536413917E+00,  1.274669439599986E+00,  5.231566791646648E-02, -1.030182119746769E-02, -7.670540972987358E-03,  9.223952808053032E-05,  9.516437184804293E-03,  1.647720020730421E+00,  5.888805701829753E-04,
2455226.500000000, A.D. 2010-Jan-30 00:00:00.0000, -1.053081768655324E+00,  1.266956840130917E+00,  5.240617676021803E-02, -1.023254246720323E-02, -7.754558071362604E-03,  8.877778992961833E-05,  9.519812030142348E-03,  1.648304357086811E+00,  5.797873608356504E-04,
2455227.500000000, A.D. 2010-Jan-31 00:00:00.0000, -1.063279420425296E+00,  1.259160523698168E+00,  5.249322274210634E-02, -1.016266105844488E-02, -7.837974440417322E-03,  8.531383651214468E-05,  9.523134274655476E-03,  1.648879585892691E+00,  5.706655387978781E-04,
2455228.500000000, A.D. 2010-Feb-01 00:00:00.0000, -1.073406891440121E+00,  1.251281092494829E+00,  5.257680374240443E-02, -1.009218173498810E-02, -7.920787145760080E-03,  8.184784730382715E-05,  9.526403754629391E-03,  1.649445678801810E+00,  5.615156297319921E-04,
2455229.500000000, A.D. 2010-Feb-02 00:00:00.0000, -1.083463586174622E+00,  1.243319151626019E+00,  5.265691781961936E-02, -1.002110926008213E-02, -8.002993288771586E-03,  7.838000508497952E-05,  9.529620309342127E-03,  1.650002607986023E+00,  5.523381570353620E-04,
