 *******************************************************************************
Target body name: Venus (299)                     {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2019-Jan-02 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}   
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
******************************************************************************************************************************************************************************************************************
$$SOE
2458174.250000000, A.D. 2018-Feb-24 18:00:00.0000,      69.185307,  1.084037072291767E+08,  4.398391181720346E+06, -6.195256415811716E+06, -1.566161473104678E+00,  3.483208435841855E+01,  5.681850526784746E-01,
2458174.291666667, A.D. 2018-Feb-24 19:00:00.0000,      69.185308,  1.083979964035441E+08,  4.523783710035451E+06, -6.193206798381254E+06, -1.606519203186862E+00,  3.483042358647039E+01,  5.704911774644152E-01,
2458174.333333333, A.D. 2018-Feb-24 20:00:00.0000,      69.185308,  1.083921402926070E+08,  4.649170175486010E+06, -6.191148880200638E+06, -1.646875522253092E+00,  3.482871610042174E+01,  5.727965800303050E-01,
2458174.375000000, A.D. 2018-Feb-24 21:00:00.0000,      69.185309,  1.083861389015412E+08,  4.774550409902213E+06, -6.189082663875394E+06, -1.687230376844512E+00,  3.482696190081253E+01,  5.751012572985861E-01,
2458174.416666667, A.D. 2018-Feb-24 22:00:00.0000,      69.185310,  1.083799922357152E+08,  4.899924245116305E+06, -6.187008152022136E+06, -1.727583713500192E+00,  3.482516098824291E+01,  5.774052061924309E-01,
2458174.458333333, A.D. 2018-Feb-24 23:00:00.0000,      69.185311,  1.083737003006897E+08,  5.025291512962799E+06, -6.184925347268549E+06, -1.767935478757186E+00,  3.482331336337343E+01,  5.797084236357044E-01,
2458174.500000000, A.D. 2018-Feb-25 00:00:00.0000,      69.185311,  1.083672631022180E+08,  5.150652045278697E+06, -6.182834252253390E+06, -1.808285619150607E+00,  3.482141902692492E+01,  5.820109065529948E-01,
2458174.541666667, A.D. 2018-Feb-25 01:00:00.0000,      69.185312,  1.083606806462458E+08,  5.276005673903701E+06, -6.180734869626488E+06, -1.848634081213682E+00,  3.481947797967853E+01,  5.843126518696096E-01,
2458174.583333333, A.D. 2018-Feb-25 02:00:00.0000,      69.185313,  1.083539529389114E+08,  5.401352230680431E+06, -6.178627202048738E+06, -1.888980811477829E+00,  3.481749022247578E+01,  5.866136565115685E-01,
2458174.625000000, A.D. 2018-Feb-25 03:00:00.0000,      69.185313,  1.083470799865455E+08,  5.526691547454658E+06, -6.176511252192102E+06, -1.929325756472709E+00,  3.481545575621854E+01,  5.889139174056357E-01,
2458174.666666667, A.D. 2018-Feb-25 04:00:00.0000,      69.185314,  1.083400617956713E+08,  5.652023456075494E+06, -6.174387022739604E+06, -1.969668862726306E+00,  3.481337458186901E+01,  5.912134314792787E-01,
2458174.708333333, A.D. 2018-Feb-25 05:00:00.0000,      69.185315,  1.083328983730046E+08,  5.777347788395628E+06, -6.172254516385322E+06, -2.010010076764979E+00,  3.481124670044977E+01,  5.935121956607254E-01,
2458174.750000000, A.D. 2018-Feb-25 06:00:00.0000,      69.185316,  1.083255897254535E+08,  5.902664376271545E+06, -6.170113735834403E+06, -2.050349345113538E+00,  3.480907211304378E+01,  5.958102068789248E-01,
2458174.791666667, A.D. 2018-Feb-25 07:00:00.0000,      69.185316,  1.083181358601187E+08,  6.027973051563726E+06, -6.167964683803033E+06, -2.090686614295304E+00,  3.480685082079437E+01,  5.981074620635738E-01,
2458174.833333333, A.D. 2018-Feb-25 08:00:00.0000,      69.185317,  1.083105367842937E+08,  6.153273646136891E+06, -6.165807363018466E+06, -2.131021830832173E+00,  3.480458282490526E+01,  6.004039581451099E-01,
2458174.875000000, A.D. 2018-Feb-25 09:00:00.0000,      69.185318,  1.083027925054641E+08,  6.278565991860196E+06, -6.163641776218997E+06, -2.171354941244691E+00,  3.480226812664056E+01,  6.026996920547329E-01,
2458174.916666667, A.D. 2018-Feb-25 10:00:00.0000,      69.185319,  1.082949030313083E+08,  6.403849920607445E+06, -6.161467926153963E+06, -2.211685892052106E+00,  3.479990672732480E+01,  6.049946607243744E-01,
2458174.958333333, A.D. 2018-Feb-25 11:00:00.0000,      69.185319,  1.082868683696970E+08,  6.529125264257328E+06, -6.159285815583750E+06, -2.252014629772445E+00,  3.479749862834290E+01,  6.072888610867473E-01,
2458175.000000000, A.D. 2018-Feb-25 12:00:00.0000,      69.185320,  1.082786885286938E+08,  6.654391854693642E+06, -6.157095447279785E+06, -2.292341100922574E+00,  3.479504383114023E+01,  6.095822900753092E-01,
2458175.041666667, A.D. 2018-Feb-25 13:00:00.0000,      69.185321,  1.082703635165544E+08,  6.779649523805483E+06, -6.154896824024536E+06, -2.332665252018268E+00,  3.479254233722254E+01,  6.118749446242830E-01,
2458175.083333333, A.D. 2018-Feb-25 14:00:00.0000,      69.185321,  1.082618933417275E+08,  6.904898103487466E+06, -6.152689948611496E+06, -2.372987029574268E+00,  3.478999414815608E+01,  6.141668216686700E-01,
2458175.125000000, A.D. 2018-Feb-25 15:00:00.0000,      69.185322,  1.082532780128539E+08,  7.030137425639976E+06, -6.150474823845204E+06, -2.413306380104358E+00,  3.478739926556748E+01,  6.164579181442331E-01,
2458175.166666667, A.D. 2018-Feb-25 16:00:00.0000,      69.185323,  1.082445175387674E+08,  7.155367322169349E+06, -6.148251452541217E+06, -2.453623250121425E+00,  3.478475769114385E+01,  6.187482309875278E-01,
2458175.208333333, A.D. 2018-Feb-25 17:00:00.0000,      69.185324,  1.082356119284939E+08,  7.280587624988103E+06, -6.146019837526127E+06, -2.493937586137520E+00,  3.478206942663274E+01,  6.210377571358698E-01,
2458175.250000000, A.D. 2018-Feb-25 18:00:00.0000,      69.185324,  1.082265611912522E+08,  7.405798166015167E+06, -6.143779981637546E+06, -2.534249334663936E+00,  3.477933447384218E+01,  6.233264935273812E-01,
2458175.291666667, A.D. 2018-Feb-25 19:00:00.0000,      69.185325,  1.082173653364535E+08,  7.530998777176070E+06, -6.141531887724110E+06, -2.574558442211263E+00,  3.477655283464067E+01,  6.256144371009462E-01,
2458175.333333333, A.D. 2018-Feb-25 20:00:00.0000,      69.185326,  1.082080243737016E+08,  7.656189290403195E+06, -6.139275558645474E+06, -2.614864855289460E+00,  3.477372451095717E+01,  6.279015847962608E-01,
2458175.375000000, A.D. 2018-Feb-25 21:00:00.0000,      69.185327,  1.081985383127929E+08,  7.781369537635967E+06, -6.137010997272303E+06, -2.655168520407916E+00,  3.477084950478116E+01,  6.301879335538167E-01,
2458175.416666667, A.D. 2018-Feb-25 22:00:00.0000,      69.185327,  1.081889071637164E+08,  7.906539350821090E+06, -6.134738206486283E+06, -2.695469384075518E+00,  3.476792781816255E+01,  6.324734803148981E-01,
2458175.458333333, A.D. 2018-Feb-25 23:00:00.0000,      69.185328,  1.081791309366535E+08,  8.031698561912739E+06, -6.132457189180101E+06, -2.735767392800722E+00,  3.476495945321183E+01,  6.347582220215919E-01,
2458175.500000000, A.D. 2018-Feb-26 00:00:00.0000,      69.185329,  1.081692096419784E+08,  8.156847002872819E+06, -6.130167948257462E+06, -2.776062493091612E+00,  3.476194441209991E+01,  6.370421556168058E-01,
2458175.541666667, A.D. 2018-Feb-26 01:00:00.0000,      69.185329,  1.081591432902576E+08,  8.281984505671141E+06, -6.127870486633061E+06, -2.816354631455968E+00,  3.475888269705828E+01,  6.393252780442467E-01,
2458175.583333333, A.D. 2018-Feb-26 02:00:00.0000,      69.185330,  1.081489318922504E+08,  8.407110902285667E+06, -6.125564807232611E+06, -2.856643754401331E+00,  3.475577431037893E+01,  6.416075862484352E-01,
2458175.625000000, A.D. 2018-Feb-26 03:00:00.0000,      69.185331,  1.081385754589086E+08,  8.532226024702724E+06, -6.123250912992807E+06, -2.896929808435075E+00,  3.475261925441435E+01,  6.438890771747250E-01,
2458175.666666667, A.D. 2018-Feb-26 04:00:00.0000,      69.185332,  1.081280740013765E+08,  8.657329704917205E+06, -6.120928806861349E+06, -2.937212740064467E+00,  3.474941753157759E+01,  6.461697477692780E-01,
2458175.708333333, A.D. 2018-Feb-26 05:00:00.0000,      69.185332,  1.081174275309912E+08,  8.782421774932798E+06, -6.118598491796926E+06, -2.977492495796729E+00,  3.474616914434223E+01,  6.484495949791036E-01,
2458175.750000000, A.D. 2018-Feb-26 06:00:00.0000,      69.185333,  1.081066360592821E+08,  8.907502066762226E+06, -6.116259970769223E+06, -3.017769022139121E+00,  3.474287409524239E+01,  6.507286157520191E-01,
2458175.791666667, A.D. 2018-Feb-26 07:00:00.0000,      69.185334,  1.080956995979712E+08,  9.032570412427422E+06, -6.113913246758902E+06, -3.058042265598985E+00,  3.473953238687275E+01,  6.530068070366806E-01,
2458175.833333333, A.D. 2018-Feb-26 08:00:00.0000,      69.185334,  1.080846181589734E+08,  9.157626643959770E+06, -6.111558322757608E+06, -3.098312172683828E+00,  3.473614402188855E+01,  6.552841657826036E-01,
2458175.875000000, A.D. 2018-Feb-26 09:00:00.0000,      69.185335,  1.080733917543958E+08,  9.282670593400337E+06, -6.109195201767974E+06, -3.138578689901382E+00,  3.473270900300558E+01,  6.575606889401318E-01,
2458175.916666667, A.D. 2018-Feb-26 10:00:00.0000,      69.185336,  1.080620203965381E+08,  9.407702092800062E+06, -6.106823886803603E+06, -3.178841763759670E+00,  3.472922733300022E+01,  6.598363734604575E-01,
2458175.958333333, A.D. 2018-Feb-26 11:00:00.0000,      69.185337,  1.080505040978929E+08,  9.532720974219996E+06, -6.104444380889080E+06, -3.219101340767068E+00,  3.472569901470940E+01,  6.621112162956155E-01,
2458176.000000000, A.D. 2018-Feb-26 12:00:00.0000,      69.185337,  1.080388428711450E+08,  9.657727069731504E+06, -6.102056687059954E+06, -3.259357367432386E+00,  3.472212405103066E+01,  6.643852143985107E-01,
2458176.041666667, A.D. 2018-Feb-26 13:00:00.0000,      69.185338,  1.080270367291720E+08,  9.782720211416502E+06, -6.099660808362745E+06, -3.299609790264916E+00,  3.471850244492212E+01,  6.666583647228972E-01,
2458176.083333333, A.D. 2018-Feb-26 14:00:00.0000,      69.185339,  1.080150856850439E+08,  9.907700231367644E+06, -6.097256747854935E+06, -3.339858555774506E+00,  3.471483419940247E+01,  6.689306642233905E-01,
2458176.125000000, A.D. 2018-Feb-26 15:00:00.0000,      69.185339,  1.080029897520234E+08,  1.003266696168859E+07, -6.094844508604977E+06, -3.380103610471635E+00,  3.471111931755106E+01,  6.712021098554786E-01,
2458176.166666667, A.D. 2018-Feb-26 16:00:00.0000,      69.185340,  1.079907489435657E+08,  1.015762023449418E+07, -6.092424093692273E+06, -3.420344900867460E+00,  3.470735780250777E+01,  6.734726985755159E-01,
2458176.208333333, A.D. 2018-Feb-26 17:00:00.0000,      69.185341,  1.079783632733185E+08,  1.028255988191065E+07, -6.089995506207179E+06, -3.460582373473903E+00,  3.470354965747313E+01,  6.757424273407402E-01,
2458176.250000000, A.D. 2018-Feb-26 18:00:00.0000,      69.185341,  1.079658327551222E+08,  1.040748573607591E+07, -6.087558749251015E+06, -3.500815974803708E+00,  3.469969488570831E+01,  6.780112931092486E-01,
2458176.291666667, A.D. 2018-Feb-26 19:00:00.0000,      69.185342,  1.079531574030096E+08,  1.053239762913966E+07, -6.085113825936037E+06, -3.541045651370498E+00,  3.469579349053508E+01,  6.802792928400336E-01,
2458176.333333333, A.D. 2018-Feb-26 20:00:00.0000,      69.185343,  1.079403372312062E+08,  1.065729539326373E+07, -6.082660739385461E+06, -3.581271349688859E+00,  3.469184547533582E+01,  6.825464234929761E-01,
2458176.375000000, A.D. 2018-Feb-26 21:00:00.0000,      69.185344,  1.079273722541299E+08,  1.078217886062218E+07, -6.080199492733430E+06, -3.621493016274395E+00,  3.468785084355356E+01,  6.848126820288378E-01,
2458176.416666667, A.D. 2018-Feb-26 22:00:00.0000,      69.185344,  1.079142624863913E+08,  1.090704786340162E+07, -6.077730089125039E+06, -3.661710597643799E+00,  3.468380959869199E+01,  6.870780654092794E-01,
2458176.458333333, A.D. 2018-Feb-26 23:00:00.0000,      69.185345,  1.079010079427934E+08,  1.103190223380134E+07, -6.075252531716315E+06, -3.701924040314918E+00,  3.467972174431541E+01,  6.893425705968568E-01,
2458176.500000000, A.D. 2018-Feb-27 00:00:00.0000,      69.185346,  1.078876086383317E+08,  1.115674180403362E+07, -6.072766823674220E+06, -3.742133290806821E+00,  3.467558728404880E+01,  6.916061945550318E-01,
2458176.541666667, A.D. 2018-Feb-27 01:00:00.0000,      69.185346,  1.078740645881944E+08,  1.128156640632386E+07, -6.070272968176639E+06, -3.782338295630994E+00,  3.467140622157957E+01,  6.938689342486768E-01,
2458176.583333333, A.D. 2018-Feb-27 02:00:00.0000,      69.185347,  1.078603758077621E+08,  1.140637587291084E+07, -6.067770968412389E+06, -3.822539001317134E+00,  3.466717856065232E+01,  6.961307866425113E-01,
2458176.625000000, A.D. 2018-Feb-27 03:00:00.0000,      69.185348,  1.078465423126080E+08,  1.153117003604697E+07, -6.065260827581212E+06, -3.862735354388290E+00,  3.466290430507400E+01,  6.983917487027256E-01,
2458176.666666667, A.D. 2018-Feb-27 04:00:00.0000,      69.185348,  1.078325641184978E+08,  1.165594872799844E+07, -6.062742548893769E+06, -3.902927301368996E+00,  3.465858345871223E+01,  7.006518173964285E-01,
2458176.708333333, A.D. 2018-Feb-27 05:00:00.0000,      69.185349,  1.078184412413896E+08,  1.178071178104547E+07, -6.060216135571637E+06, -3.943114788785334E+00,  3.465421602549530E+01,  7.029109896916506E-01,
2458176.750000000, A.D. 2018-Feb-27 06:00:00.0000,      69.185350,  1.078041736974342E+08,  1.190545902748256E+07, -6.057681590847305E+06, -3.983297763165003E+00,  3.464980200941220E+01,  7.051692625573480E-01,
2458176.791666667, A.D. 2018-Feb-27 07:00:00.0000,      69.185351,  1.077897615029746E+08,  1.203019029961866E+07, -6.055138917964176E+06, -4.023476171037382E+00,  3.464534141451260E+01,  7.074266329634042E-01,
2458176.833333333, A.D. 2018-Feb-27 08:00:00.0000,      69.185351,  1.077752046745467E+08,  1.215490542977740E+07, -6.052588120176555E+06, -4.063649958933606E+00,  3.464083424490683E+01,  7.096830978806263E-01,
2458176.875000000, A.D. 2018-Feb-27 09:00:00.0000,      69.185352,  1.077605032288785E+08,  1.227960425029734E+07, -6.050029200749655E+06, -4.103819073386616E+00,  3.463628050476596E+01,  7.119386542807753E-01,
2458176.916666667, A.D. 2018-Feb-27 10:00:00.0000,      69.185353,  1.077456571828906E+08,  1.240428659353215E+07, -6.047462162959587E+06, -4.143983460931246E+00,  3.463168019832172E+01,  7.141932991365465E-01,
2458176.958333333, A.D. 2018-Feb-27 11:00:00.0000,      69.185353,  1.077306665536962E+08,  1.252895229185084E+07, -6.044887010093358E+06, -4.184143068104269E+00,  3.462703332986658E+01,  7.164470294215644E-01,
2458177.000000000, A.D. 2018-Feb-27 12:00:00.0000,      69.185354,  1.077155313586008E+08,  1.265360117763800E+07, -6.042303745448870E+06, -4.224297841444482E+00,  3.462233990375367E+01,  7.186998421104285E-01,
2458177.041666667, A.D. 2018-Feb-27 13:00:00.0000,      69.185355,  1.077002516151025E+08,  1.277823308329397E+07, -6.039712372334906E+06, -4.264447727492763E+00,  3.461759992439687E+01,  7.209517341786658E-01,
2458177.083333333, A.D. 2018-Feb-27 14:00:00.0000,      69.185355,  1.076848273408918E+08,  1.290284784123513E+07, -6.037112894071154E+06, -4.304592672792134E+00,  3.461281339627077E+01,  7.232027026027765E-01,
2458177.125000000, A.D. 2018-Feb-27 15:00:00.0000,      69.185356,  1.076692585538515E+08,  1.302744528389404E+07, -6.034505313988170E+06, -4.344732623887841E+00,  3.460798032391067E+01,  7.254527443602150E-01,
2458177.166666667, A.D. 2018-Feb-27 16:00:00.0000,      69.185357,  1.076535452720570E+08,  1.315202524371972E+07, -6.031889635427387E+06, -4.384867527327405E+00,  3.460310071191260E+01,  7.277018564293964E-01,
2458177.208333333, A.D. 2018-Feb-27 17:00:00.0000,      69.185357,  1.076376875137761E+08,  1.327658755317783E+07, -6.029265861741125E+06, -4.424997329660702E+00,  3.459817456493332E+01,  7.299500357897131E-01,
2458177.250000000, A.D. 2018-Feb-27 18:00:00.0000,      69.185358,  1.076216852974689E+08,  1.340113204475092E+07, -6.026633996292575E+06, -4.465121977440020E+00,  3.459320188769032E+01,  7.321972794215146E-01,
2458177.291666667, A.D. 2018-Feb-27 19:00:00.0000,      69.185359,  1.076055386417881E+08,  1.352565855093861E+07, -6.023994042455786E+06, -4.505241417220137E+00,  3.458818268496182E+01,  7.344435843061401E-01,
2458177.333333333, A.D. 2018-Feb-27 20:00:00.0000,      69.185360,  1.075892475655786E+08,  1.365016690425787E+07, -6.021346003615690E+06, -4.545355595558373E+00,  3.458311696158681E+01,  7.366889474259022E-01,
2458177.375000000, A.D. 2018-Feb-27 21:00:00.0000,      69.185360,  1.075728120878779E+08,  1.377465693724314E+07, -6.018689883168058E+06, -4.585464459014664E+00,  3.457800472246500E+01,  7.389333657640957E-01,
2458177.416666667, A.D. 2018-Feb-27 22:00:00.0000,      69.185361,  1.075562322279157E+08,  1.389912848244667E+07, -6.016025684519543E+06, -4.625567954151643E+00,  3.457284597255684E+01,  7.411768363050086E-01,
2458177.458333333, A.D. 2018-Feb-27 23:00:00.0000,      69.185362,  1.075395080051141E+08,  1.402358137243863E+07, -6.013353411087640E+06, -4.665666027534678E+00,  3.456764071688355E+01,  7.434193560339182E-01,
2458177.500000000, A.D. 2018-Feb-28 00:00:00.0000,      69.185362,  1.075226394390877E+08,  1.414801543980740E+07, -6.010673066300692E+06, -4.705758625731961E+00,  3.456238896052710E+01,  7.456609219370982E-01,
2458177.541666667, A.D. 2018-Feb-28 01:00:00.0000,      69.185363,  1.075056265496432E+08,  1.427243051715977E+07, -6.007984653597896E+06, -4.745845695314567E+00,  3.455709070863023E+01,  7.479015310018173E-01,
2458177.583333333, A.D. 2018-Feb-28 02:00:00.0000,      69.185364,  1.074884693567799E+08,  1.439682643712114E+07, -6.005288176429299E+06, -4.785927182856524E+00,  3.455174596639640E+01,  7.501411802163460E-01,
2458177.625000000, A.D. 2018-Feb-28 03:00:00.0000,      69.185364,  1.074711678806892E+08,  1.452120303233574E+07, -6.002583638255771E+06, -4.826003034934879E+00,  3.454635473908991E+01,  7.523798665699761E-01,
2458177.666666667, A.D. 2018-Feb-28 04:00:00.0000,      69.185365,  1.074537221417550E+08,  1.464556013546689E+07, -5.999871042549041E+06, -4.866073198129758E+00,  3.454091703203578E+01,  7.546175870529908E-01,
2458177.708333333, A.D. 2018-Feb-28 05:00:00.0000,      69.185366,  1.074361321605534E+08,  1.476989757919716E+07, -5.997150392791646E+06, -4.906137619024446E+00,  3.453543285061978E+01,  7.568543386567015E-01,
2458177.750000000, A.D. 2018-Feb-28 06:00:00.0000,      69.185366,  1.074183979578529E+08,  1.489421519622865E+07, -5.994421692476976E+06, -4.946196244205441E+00,  3.452990220028852E+01,  7.590901183734431E-01,
2458177.791666667, A.D. 2018-Feb-28 07:00:00.0000,      69.185367,  1.074005195546141E+08,  1.501851281928314E+07, -5.991684945109230E+06, -4.986249020262533E+00,  3.452432508654935E+01,  7.613249231965540E-01,
2458177.833333333, A.D. 2018-Feb-28 08:00:00.0000,      69.185368,  1.073824969719900E+08,  1.514279028110239E+07, -5.988940154203439E+06, -5.026295893788863E+00,  3.451870151497040E+01,  7.635587501204206E-01,
2458177.875000000, A.D. 2018-Feb-28 09:00:00.0000,      69.185368,  1.073643302313260E+08,  1.526704741444828E+07, -5.986187323285446E+06, -5.066336811380984E+00,  3.451303149118060E+01,  7.657915961404438E-01,
2458177.916666667, A.D. 2018-Feb-28 10:00:00.0000,      69.185369,  1.073460193541593E+08,  1.539128405210306E+07, -5.983426455891917E+06, -5.106371719638951E+00,  3.450731502086965E+01,  7.680234582530723E-01,
2458177.958333333, A.D. 2018-Feb-28 11:00:00.0000,      69.185370,  1.073275643622198E+08,  1.551550002686961E+07, -5.980657555570317E+06, -5.146400565166364E+00,  3.450155210978808E+01,  7.702543334557852E-01,
2458178.000000000, A.D. 2018-Feb-28 12:00:00.0000,      69.185370,  1.073089652774294E+08,  1.563969517157158E+07, -5.977880625878928E+06, -5.186423294570445E+00,  3.449574276374716E+01,  7.724842187471026E-01,
2458178.041666667, A.D. 2018-Feb-28 13:00:00.0000,      69.185371,  1.072902221219023E+08,  1.576386931905369E+07, -5.975095670386834E+06, -5.226439854462106E+00,  3.448988698861900E+01,  7.747131111265997E-01,
2458178.083333333, A.D. 2018-Feb-28 14:00:00.0000,      69.185372,  1.072713349179448E+08,  1.588802230218185E+07, -5.972302692673909E+06, -5.266450191456010E+00,  3.448398479033649E+01,  7.769410075948926E-01,
2458178.125000000, A.D. 2018-Feb-28 15:00:00.0000,      69.185372,  1.072523036880554E+08,  1.601215395384351E+07, -5.969501696330840E+06, -5.306454252170655E+00,  3.447803617489332E+01,  7.791679051536597E-01,
2458178.166666667, A.D. 2018-Feb-28 16:00:00.0000,      69.185373,  1.072331284549247E+08,  1.613626410694776E+07, -5.966692684959092E+06, -5.346451983228417E+00,  3.447204114834399E+01,  7.813938008056383E-01,
2458178.208333333, A.D. 2018-Feb-28 17:00:00.0000,      69.185374,  1.072138092414358E+08,  1.626035259442559E+07, -5.963875662170924E+06, -5.386443331255633E+00,  3.446599971680381E+01,  7.836186915546151E-01,
2458178.250000000, A.D. 2018-Feb-28 18:00:00.0000,      69.185374,  1.071943460706634E+08,  1.638441924923016E+07, -5.961050631589376E+06, -5.426428242882665E+00,  3.445991188644891E+01,  7.858425744054554E-01,
2458178.291666667, A.D. 2018-Feb-28 19:00:00.0000,      69.185375,  1.071747389658747E+08,  1.650846390433693E+07, -5.958217596848275E+06, -5.466406664743963E+00,  3.445377766351621E+01,  7.880654463640901E-01,
2458178.333333333, A.D. 2018-Feb-28 20:00:00.0000,      69.185376,  1.071549879505290E+08,  1.663248639274394E+07, -5.955376561592218E+06, -5.506378543478143E+00,  3.444759705430342E+01,  7.902873044375287E-01,
2458178.375000000, A.D. 2018-Feb-28 21:00:00.0000,      69.185376,  1.071350930482775E+08,  1.675648654747201E+07, -5.952527529476577E+06, -5.546343825728041E+00,  3.444137006516914E+01,  7.925081456338532E-01,
2458178.416666667, A.D. 2018-Feb-28 22:00:00.0000,      69.185377,  1.071150542829635E+08,  1.688046420156495E+07, -5.949670504167494E+06, -5.586302458140792E+00,  3.443509670253273E+01,  7.947279669622258E-01,
2458178.458333333, A.D. 2018-Feb-28 23:00:00.0000,      69.185378,  1.070948716786227E+08,  1.700441918808981E+07, -5.946805489341879E+06, -5.626254387367880E+00,  3.442877697287438E+01,  7.969467654328994E-01,
2458178.500000000, A.D. 2018-Mar-01 00:00:00.0000,      69.185378,  1.070745452594823E+08,  1.712835134013707E+07, -5.943932488687392E+06, -5.666199560065232E+00,  3.442241088273511E+01,  7.991645380572159E-01,
2458178.541666667, A.D. 2018-Mar-01 01:00:00.0000,      69.185379,  1.070540750499621E+08,  1.725226049082085E+07, -5.941051505902468E+06, -5.706137922893263E+00,  3.441599843871677E+01,  8.013812818476058E-01,
2458178.583333333, A.D. 2018-Mar-01 02:00:00.0000,      69.185380,  1.070334610746733E+08,  1.737614647327917E+07, -5.938162544696277E+06, -5.746069422516947E+00,  3.440953964748203E+01,  8.035969938176066E-01,
2458178.625000000, A.D. 2018-Mar-01 03:00:00.0000,      69.185380,  1.070127033584198E+08,  1.750000912067413E+07, -5.935265608788747E+06, -5.785994005605891E+00,  3.440303451575436E+01,  8.058116709818481E-01,
2458178.666666667, A.D. 2018-Mar-01 04:00:00.0000,      69.185381,  1.069918019261968E+08,  1.762384826619215E+07, -5.932360701910554E+06, -5.825911618834409E+00,  3.439648305031811E+01,  8.080253103560704E-01,
2458178.708333333, A.D. 2018-Mar-01 05:00:00.0000,      69.185382,  1.069707568031920E+08,  1.774766374304418E+07, -5.929447827803112E+06, -5.865822208881560E+00,  3.438988525801842E+01,  8.102379089571254E-01,
2458178.750000000, A.D. 2018-Mar-01 06:00:00.0000,      69.185382,  1.069495680147847E+08,  1.787145538446593E+07, -5.926526990218569E+06, -5.905725722431255E+00,  3.438324114576131E+01,  8.124494638029613E-01,
2458178.791666667, A.D. 2018-Mar-01 07:00:00.0000,      69.185383,  1.069282355865462E+08,  1.799522302371807E+07, -5.923598192919816E+06, -5.945622106172293E+00,  3.437655072051356E+01,  8.146599719126701E-01,
2458178.833333333, A.D. 2018-Mar-01 08:00:00.0000,      69.185384,  1.069067595442400E+08,  1.811896649408647E+07, -5.920661439680456E+06, -5.985511306798443E+00,  3.436981398930286E+01,  8.168694303064381E-01,
2458178.875000000, A.D. 2018-Mar-01 09:00:00.0000,      69.185384,  1.068851399138210E+08,  1.824268562888240E+07, -5.917716734284841E+06, -6.025393271008507E+00,  3.436303095921768E+01,  8.190778360056079E-01,
2458178.916666667, A.D. 2018-Mar-01 10:00:00.0000,      69.185385,  1.068633767214364E+08,  1.836638026144276E+07, -5.914764080528023E+06, -6.065267945506394E+00,  3.435620163740737E+01,  8.212851860326182E-01,
2458178.958333333, A.D. 2018-Mar-01 11:00:00.0000,      69.185386,  1.068414699934250E+08,  1.849005022513031E+07, -5.911803482215784E+06, -6.105135277001176E+00,  3.434932603108208E+01,  8.234914774110589E-01,
2458179.000000000, A.D. 2018-Mar-01 12:00:00.0000,      69.185386,  1.068194197563175E+08,  1.861369535333386E+07, -5.908834943164613E+06, -6.144995212207171E+00,  3.434240414751284E+01,  8.256967071656511E-01,
2458179.041666667, A.D. 2018-Mar-01 13:00:00.0000,      69.185387,  1.067972260368365E+08,  1.873731547946851E+07, -5.905858467201712E+06, -6.184847697843987E+00,  3.433543599403149E+01,  8.279008723222638E-01,
2458179.083333333, A.D. 2018-Mar-01 14:00:00.0000,      69.185388,  1.067748888618964E+08,  1.886091043697586E+07, -5.902874058164978E+06, -6.224692680636624E+00,  3.432842157803074E+01,  8.301039699079027E-01,
2458179.125000000, A.D. 2018-Mar-01 15:00:00.0000,      69.185388,  1.067524082586033E+08,  1.898448005932425E+07, -5.899881719903024E+06, -6.264530107315504E+00,  3.432136090696412E+01,  8.323059969507192E-01,
2458179.166666667, A.D. 2018-Mar-01 16:00:00.0000,      69.185389,  1.067297842542550E+08,  1.910802418000894E+07, -5.896881456275150E+06, -6.304359924616565E+00,  3.431425398834601E+01,  8.345069504800335E-01,
2458179.208333333, A.D. 2018-Mar-01 17:00:00.0000,      69.185390,  1.067070168763412E+08,  1.923154263255236E+07, -5.893873271151347E+06, -6.344182079281319E+00,  3.430710082975163E+01,  8.367068275263030E-01,
2458179.250000000, A.D. 2018-Mar-01 18:00:00.0000,      69.185390,  1.066841061525433E+08,  1.935503525050434E+07, -5.890857168412302E+06, -6.383996518056921E+00,  3.429990143881706E+01,  8.389056251211500E-01,
2458179.291666667, A.D. 2018-Mar-01 19:00:00.0000,      69.185391,  1.066610521107342E+08,  1.947850186744227E+07, -5.887833151949378E+06, -6.423803187696231E+00,  3.429265582323923E+01,  8.411033402973729E-01,
